entry	type	strength	pos	r1	max_token_score	source_id	source_rows
manger la feuille de match	verbal_phrase	strong idiom	locution verbale	True	0.959991	ls:fr:node:46585	9
manger la grenouille	verbal_phrase	strong idiom	locution verbale	True	0.620692	ls:fr:node:44762	4
manger la laine sur le dos	verbal_phrase	strong idiom	locution verbale	True	0.990597	ls:fr:node:44747	12
manger la poussière	verbal_phrase	strong idiom	locution verbale	True	0.998504	ls:fr:node:44767	3
manger la soupe sur la tête	verbal_phrase	strong idiom	locution verbale	True	0.993684	ls:fr:node:44761	7
manger le morceau	verbal_phrase	strong idiom	locution verbale	True	0.993611	ls:fr:node:44748	14
manger les pissenlits par la racine	verbal_phrase	strong idiom	locution verbale	True	0.968888	ls:fr:node:44756	6
manger son blé en herbe	verbal_phrase	strong idiom	locution verbale	True	0.797338	ls:fr:node:44774	11
manger son chapeau	verbal_phrase	strong idiom	locution verbale	True	0.467349	ls:fr:node:44769	3
manger son pain blanc	verbal_phrase	strong idiom	locution verbale	True	0.999337	ls:fr:node:44755	5
manger à tous les râteliers	verbal_phrase	strong idiom	locution verbale	True	0.997574	ls:fr:node:44758	5
manières de table	idiom	weak idiom	locution nominale	True	0.999411	ls:fr:node:55112	12
manteau d’Arlequin	idiom	strong idiom	locution nominale	False	0.0638336	ls:fr:node:40307	3
marchand de couleurs	idiom	semi-idiom	locution nominale	True	0.99078	ls:fr:node:43864	3
marchand de sommeil	idiom	strong idiom	locution nominale	True	0.985253	ls:fr:node:47690	3
marchand de tapis	idiom	semi-idiom	locution nominale	True	0.997116	ls:fr:node:46375	3
marchand de tapis	idiom	strong idiom	locution nominale	True	0.999553	ls:fr:node:45424	3
marche arrière	idiom	strong idiom	locution nominale	True	0.999323	ls:fr:node:40043	14
marche de l’histoire	idiom	weak idiom	locution nominale	True	0.9814	ls:fr:node:40015	12
marche du podium	idiom	strong idiom	locution nominale	True	0.999368	ls:fr:node:40835	3
marche forcée	idiom	semi-idiom	locution nominale	True	0.320021	ls:fr:node:47903	2
marche forcée	idiom	strong idiom	locution nominale	True	0.670079	ls:fr:node:47918	2
marche nordique	idiom	semi-idiom	locution nominale	True	0.986387	ls:fr:node:39986	2
marche à suivre	idiom	strong idiom	locution nominale	True	0.999819	ls:fr:node:39936	3
marcher dans les pas	verbal_phrase	strong idiom	locution verbale	True	0.994273	ls:fr:node:39526	4
marcher sur des œufs	verbal_phrase	strong idiom	locution verbale	True	0.802337	ls:fr:node:39525	4
marcher sur la tête	verbal_phrase	strong idiom	locution verbale	True	0.998999	ls:fr:node:39542	13
marcher sur les mains	verbal_phrase	semi-idiom	locution verbale	False	0.291158	ls:fr:node:45779	4
marcher sur les pieds	verbal_phrase	strong idiom	locution verbale	True	0.999739	ls:fr:node:39576	13
marcher sur les plate-bandes	verbal_phrase	strong idiom	locution verbale	True	0.990582	ls:fr:node:39575	5
marcher sur les traces	verbal_phrase	strong idiom	locution verbale	True	0.998752	ls:fr:node:39587	4
marcher sur un fil	verbal_phrase	strong idiom	locution verbale	True	0.974308	ls:fr:node:39590	4
marcher à la baguette	verbal_phrase	strong idiom	locution verbale	True	0.983	ls:fr:node:41603	4
marcher à l’eau claire	verbal_phrase	strong idiom	locution verbale	False	0.118032	ls:fr:node:41602	5
marché de Noël	idiom	weak idiom	locution nominale	True	0.998126	ls:fr:node:54455	3
marché réglementé	idiom	weak idiom	locution nominale	True	0.985162	ls:fr:node:52089	2
Mardi gras	idiom	semi-idiom	locution nominale	True	0.924818	ls:fr:node:54008	2
mariage de la carpe et du lapin	idiom	strong idiom	locution nominale	True	0.99983	ls:fr:node:54686	14
marquer le coup	verbal_phrase	strong idiom	locution verbale	True	0.998815	ls:fr:node:49252	9
marée noire	idiom	strong idiom	locution nominale	True	0.936194	ls:fr:node:39442	4
matière fécale	idiom	weak idiom	locution nominale	True	0.137356	ls:fr:node:40270	2
matière grise	idiom	strong idiom	locution nominale	True	0.620549	ls:fr:node:55508	2
mauvais cheval	idiom	semi-idiom	locution nominale	False	0.010915	ls:fr:node:47027	2
mauvaise langue	idiom	strong idiom	locution nominale	True	0.965292	ls:fr:node:48581	2
meilleur ami de l’homme	idiom	strong idiom	locution nominale	True	0.992395	ls:fr:node:38306	5
membre viril	idiom	strong idiom	locution nominale	True	0.224812	ls:fr:node:54426	2
mener en bateau	verbal_phrase	strong idiom	locution verbale	True	0.960463	ls:fr:node:43683	3
mener grand train	verbal_phrase	strong idiom	locution verbale	True	0.487504	ls:fr:node:42939	6
mener le train	verbal_phrase	semi-idiom	locution verbale	True	0.999775	ls:fr:node:42885	11
mener le train	verbal_phrase	strong idiom	locution verbale	True	0.975908	ls:fr:node:50768	6
mer intérieure	idiom	semi-idiom	locution nominale	False	0.231529	ls:fr:node:40639	2
mercredi des Cendres	idiom	weak idiom	locution nominale	True	0.830491	ls:fr:node:54009	3
messe de minuit	idiom	weak idiom	locution nominale	True	0.999814	ls:fr:node:51312	12
metteur en scène	idiom	weak idiom	locution nominale	True	0.999195	ls:fr:node:48992	6
mettre au monde	verbal_phrase	strong idiom	locution verbale	True	0.999252	ls:fr:node:38865	3
mettre bas	verbal_phrase	strong idiom	locution verbale	True	0.92368	ls:fr:node:31948	5
mettre de l’eau dans son vin	verbal_phrase	strong idiom	locution verbale	True	0.998078	ls:fr:node:41837	7
mettre en garde	verbal_phrase	strong idiom	locution verbale	True	0.999599	ls:fr:node:53923	3
mettre en jeu	verbal_phrase	strong idiom	locution verbale	True	0.995282	ls:fr:node:51052	3
mettre en musique	verbal_phrase	weak idiom	locution verbale	True	0.998843	ls:fr:node:44840	7
mettre la charrue avant les bœufs	verbal_phrase	strong idiom	locution verbale	True	0.998925	ls:fr:node:46869	6
mettre la puce à l’oreille	verbal_phrase	strong idiom	locution verbale	True	0.999736	ls:fr:node:40532	7
mettre la pédale douce	verbal_phrase	strong idiom	locution verbale	True	0.997093	ls:fr:node:42962	8
mettre le poing sur la table	verbal_phrase	strong idiom	locution verbale	True	0.991141	ls:fr:node:47536	7
mettre les formes	verbal_phrase	strong idiom	locution verbale	True	0.964186	ls:fr:node:41347	9
mettre les petits plats dans les grands	verbal_phrase	strong idiom	locution verbale	True	0.99981	ls:fr:node:48717	24
mettre les points sur les i	verbal_phrase	strong idiom	locution verbale	True	0.997781	ls:fr:node:51481	6
mettre les voiles	verbal_phrase	strong idiom	locution verbale	True	0.988438	ls:fr:node:53088	4
mettre les voiles	verbal_phrase	weak idiom	locution verbale	True	0.996684	ls:fr:node:54241	4
mettre à bas	verbal_phrase	strong idiom	locution verbale	True	0.8965	ls:fr:node:49164	6
mettre à mal	verbal_phrase	strong idiom	locution verbale	True	0.998841	ls:fr:node:44612	3
mille et un	fixed_expression	strong idiom	locution numérale	True	0.997426	ls:fr:node:41090	3
ministre du culte	idiom	strong idiom	locution nominale	True	0.972445	ls:fr:node:30811	3
mise en bouche	idiom	strong idiom	locution nominale	True	0.99978	ls:fr:node:55209	3
mise en garde	idiom	strong idiom	locution nominale	True	0.999335	ls:fr:node:53922	3
mise en scène	idiom	strong idiom	locution nominale	True	0.999552	ls:fr:node:49925	6
mise en scène	idiom	weak idiom	locution nominale	True	0.99918	ls:fr:node:49907	3
mode de transport	idiom	weak idiom	locution nominale	True	0.999918	ls:fr:node:43037	6
Mon Dieu, gardez-moi de mes amis, quant à mes ennemis, je m’en charge.	idiom	strong idiom	locution phrastique	True	0.997363	ls:fr:node:39427	15
Mon œil !	idiom	strong idiom	locution nominale	False	0.18375	ls:fr:node:53531	2
monnaie-du-pape	idiom	strong idiom	locution nominale	True	0.688578	ls:fr:node:56206	6
monsieur muscles	idiom	semi-idiom	locution nominale	False	0.000712281	ls:fr:node:41366	4
monsieur tout le monde	idiom	strong idiom	locution nominale	True	0.997794	ls:fr:node:53025	4
mont de Vénus	idiom	strong idiom	locution nominale	True	0.964757	ls:fr:node:55823	3
montagne de feu	idiom	strong idiom	locution nominale	True	0.940439	ls:fr:node:44753	6
monter sur ses grands chevaux	verbal_phrase	strong idiom	locution verbale	True	0.992647	ls:fr:node:47300	5
monter à la gorge	verbal_phrase	strong idiom	locution verbale	True	0.99918	ls:fr:node:43229	4
montrer les dents	verbal_phrase	strong idiom	locution verbale	True	0.968996	ls:fr:node:43808	4
montrer les dents	verbal_phrase	weak idiom	locution verbale	True	0.796071	ls:fr:node:44421	3
monts et merveilles	idiom	strong idiom	locution nominale	True	0.999034	ls:fr:node:54336	3
monté sur des échasses	fixed_expression	strong idiom	locution adjectivale	True	0.998787	ls:fr:node:41457	4
mot doux	idiom	weak idiom	locution nominale	True	0.998918	ls:fr:node:55389	2
mot magique	idiom	semi-idiom	locution nominale	True	0.998603	ls:fr:node:55387	6
mot à mot	idiom	semi-idiom	locution nominale	True	0.999728	ls:fr:node:55383	12
mouche du coche	idiom	strong idiom	locution nominale	False	0.115218	ls:fr:node:41011	3
mouche du vinaigre	idiom	strong idiom	locution nominale	True	0.768303	ls:fr:node:46418	3
mouche à miel	idiom	strong idiom	locution nominale	False	0.072498	ls:fr:node:40713	3
mouchoir de poche	idiom	semi-idiom	locution nominale	True	0.998994	ls:fr:node:47937	3
mouchoir de poche	idiom	strong idiom	locution nominale	True	0.999876	ls:fr:node:47938	6
moulin à café	idiom	weak idiom	locution nominale	True	0.995261	ls:fr:node:51331	13
mourir de la poitrine	verbal_phrase	semi-idiom	locution verbale	True	0.598867	ls:fr:node:44381	4
mouton noir	idiom	strong idiom	locution nominale	True	0.942368	ls:fr:node:54715	2
mouvement social	idiom	weak idiom	locution nominale	True	0.240546	ls:fr:node:56444	4
moyen de communication	idiom	weak idiom	locution nominale	True	0.999879	ls:fr:node:46647	3
moyen de transport	idiom	semi-idiom	locution nominale	True	0.999809	ls:fr:node:42153	9
moyen métrage	idiom	strong idiom	locution nominale	True	0.978151	ls:fr:node:48907	2
Moyen-Orient	idiom	semi-idiom	locution nominale	True	0.849475	ls:fr:node:43142	2
moyens du bord	idiom	strong idiom	locution nominale	True	0.997234	ls:fr:node:40700	6
musique classique	idiom	semi-idiom	locution nominale	True	0.987072	ls:fr:node:49141	6
musique classique	idiom	weak idiom	locution nominale	True	0.990039	ls:fr:node:46974	2
musique de chambre	idiom	semi-idiom	locution nominale	True	0.999557	ls:fr:node:44896	3
mère au foyer	idiom	weak idiom	locution nominale	True	0.965672	ls:fr:node:38725	3
mère célibataire	idiom	weak idiom	locution nominale	False	0.298366	ls:fr:node:38726	2
mère de famille	idiom	weak idiom	locution nominale	True	0.999055	ls:fr:node:38723	3
mère de substitution	idiom	semi-idiom	locution nominale	True	0.997647	ls:fr:node:38852	3
mère d’emprunt	idiom	semi-idiom	locution nominale	True	0.878601	ls:fr:node:38853	3
mère Gigogne	idiom	strong idiom	locution nominale	False	0.00348767	ls:fr:node:38861	2
mère nourricière	idiom	semi-idiom	locution nominale	True	0.810994	ls:fr:node:38812	2
mère porteuse	idiom	semi-idiom	locution nominale	True	0.982539	ls:fr:node:38837	2
médecin légiste	idiom	semi-idiom	locution nominale	True	0.985973	ls:fr:node:43039	2
mélanger les torchons et les serviettes	verbal_phrase	strong idiom	locution verbale	True	0.998407	ls:fr:node:42343	6
ménage à trois	idiom	semi-idiom	locution nominale	True	0.84992	ls:fr:node:54258	3
mésange bleue	idiom	weak idiom	locution nominale	True	0.915444	ls:fr:node:53452	4
mésange boréale	idiom	semi-idiom	locution nominale	False	9.18836e-06	ls:fr:node:53454	2
mésange charbonnière	idiom	semi-idiom	locution nominale	False	0.00126524	ls:fr:node:53450	4
mésange huppée	idiom	semi-idiom	locution nominale	True	0.820977	ls:fr:node:53451	2
nage indienne	idiom	semi-idiom	locution nominale	True	0.705643	ls:fr:node:48508	2
nager contre le courant	verbal_phrase	strong idiom	locution verbale	True	0.997826	ls:fr:node:40779	4
nager en eaux troubles	verbal_phrase	strong idiom	locution verbale	True	0.999476	ls:fr:node:40780	4
ni fait, ni à faire	fixed_expression	strong idiom	locution conjonctive	True	0.962681	ls:fr:node:52809	5
nid d’abeille	idiom	strong idiom	locution nominale	True	0.975279	ls:fr:node:40806	3
niveau de vie	idiom	semi-idiom	locution nominale	True	0.99985	ls:fr:node:53382	6
niveau d’articulation	idiom	strong idiom	locution nominale	True	0.336297	ls:fr:node:54951	6
noble art	idiom	strong idiom	locution nominale	True	0.866505	ls:fr:node:39500	2
noir et blanc	idiom	strong idiom	locution nominale	True	0.998955	ls:fr:node:45052	3
noir sur blanc	idiom	strong idiom	locution nominale	True	0.98772	ls:fr:node:54402	3
noix de coco	idiom	strong idiom	locution nominale	True	0.999926	ls:fr:node:49823	3
nom de famille	idiom	weak idiom	locution nominale	True	0.996673	ls:fr:node:54926	3
Nom d’un chien !	idiom	strong idiom	locution nominale	False	0.00924547	ls:fr:node:41935	4
Nom d’une pipe en bois !	idiom	strong idiom	locution nominale	False	0.0198724	ls:fr:node:40356	4
non loin	fixed_expression	weak idiom	locution adverbiale	True	0.999864	ls:fr:node:47337	6
Nouveau Monde	idiom	strong idiom	locution nominale	True	0.94176	ls:fr:node:46735	2
noyer le poisson	verbal_phrase	strong idiom	locution verbale	True	0.978649	ls:fr:node:52593	11
nuages de Magellan	idiom	strong idiom	locution nominale	True	0.993006	ls:fr:node:46668	3
nul et non avenu	fixed_expression	strong idiom	locution adjectivale	True	0.999861	ls:fr:node:53803	4
numéro un	idiom	strong idiom	locution nominale	True	0.999778	ls:fr:node:53057	6
numéro vert	idiom	semi-idiom	locution nominale	True	0.832074	ls:fr:node:43943	2
nœud de vache	idiom	semi-idiom	locution nominale	True	0.975517	ls:fr:node:42505	3
nœud papillon	idiom	semi-idiom	locution nominale	True	0.801965	ls:fr:node:39107	2
objet aimé	idiom	semi-idiom	locution nominale	True	0.684731	ls:fr:node:45557	4
objets trouvés	idiom	weak idiom	locution nominale	True	0.0526818	ls:fr:node:45494	2
office de tourisme	idiom	semi-idiom	locution nominale	True	0.969197	ls:fr:node:51313	21
oiseau coureur	idiom	semi-idiom	locution nominale	False	0.000107696	ls:fr:node:45228	4
oiseau des tempêtes	idiom	semi-idiom	locution nominale	True	0.984184	ls:fr:node:44736	3
oncle d’Amérique	idiom	semi-idiom	locution nominale	False	0.000381137	ls:fr:node:43904	3
oncle Sam	idiom	strong idiom	locution nominale	True	0.618365	ls:fr:node:43901	2
opiner du bonnet	verbal_phrase	strong idiom	locution verbale	True	0.496566	ls:fr:node:47755	3
opération escargot	idiom	strong idiom	locution nominale	False	1.9496e-05	ls:fr:node:56534	2
or noir	idiom	strong idiom	locution nominale	True	0.352733	ls:fr:node:36574	2
orage d’acier	idiom	strong idiom	locution nominale	False	0.000210897	ls:fr:node:43579	3
orage magnétique	idiom	strong idiom	locution nominale	False	0.000161529	ls:fr:node:43580	2
oreille absolue	idiom	strong idiom	locution nominale	True	0.166066	ls:fr:node:39696	2
oreille interne	idiom	weak idiom	locution nominale	True	0.579428	ls:fr:node:39669	2
oreille moyenne	idiom	semi-idiom	locution nominale	False	0.0113719	ls:fr:node:40541	2
Organisation des Nations Unies	idiom	semi-idiom	locution nominale	True	0.999784	ls:fr:node:45585	8
oseille sauvage	idiom	semi-idiom	locution nominale	True	0.139751	ls:fr:node:56043	4
ou bien	fixed_expression	semi-idiom	locution conjonctive	True	0.997841	ls:fr:node:37575	4
ouvrir la route	verbal_phrase	strong idiom	locution verbale	True	0.995076	ls:fr:node:40635	13
où que ce soit	prepositional_phrase	strong idiom	locution propositionnelle	True	0.999813	ls:fr:node:42108	4
pain aux raisins	idiom	semi-idiom	locution nominale	True	0.954186	ls:fr:node:56542	12
pain d’épices	idiom	semi-idiom	locution nominale	True	0.999487	ls:fr:node:56211	12
pain polaire	idiom	semi-idiom	locution nominale	True	0.172879	ls:fr:node:54394	2
paire de fesses	idiom	weak idiom	locution nominale	True	0.998608	ls:fr:node:46305	3
palais des sports	idiom	semi-idiom	locution nominale	True	0.99662	ls:fr:node:41639	3
palmier dattier	idiom	weak idiom	locution nominale	False	0.013881	ls:fr:node:51302	2
panier percé	idiom	strong idiom	locution nominale	False	0.138404	ls:fr:node:39621	2
papier à musique	idiom	weak idiom	locution nominale	True	0.99896	ls:fr:node:44894	3
par accident	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.813278	ls:fr:node:44035	2
par acquit de conscience	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99756	ls:fr:node:43966	8
par ailleurs	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999671	ls:fr:node:43961	2
par avance	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997275	ls:fr:node:44016	2
par chance	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.824751	ls:fr:node:44022	2
par ci par là	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99986	ls:fr:node:44033	12
par conséquent	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999396	ls:fr:node:41856	4
par contre	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997832	ls:fr:node:43959	2
par contumace	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.997287	ls:fr:node:43969	2
par cœur	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999439	ls:fr:node:43963	2
par défaut	prepositional_phrase	strong idiom	locution prépositionnelle	False	0.0204667	ls:fr:node:43967	2
par définition	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999084	ls:fr:node:44004	2
